,factors,num_factors,cv_score,cv_score_std
3733,"['cohesive_energy_fcc', 'thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.32831537233849883,0.08294483731188755
2900,"['c11_sc', 'surface_energy_110_bcc', 'relaxed_formation_potential_energy_fcc']",3,-0.3283404671697621,0.050745393960729024
2635,"['c11_fcc', 'c44_bcc', 'relaxed_formation_potential_energy_fcc']",3,-0.3283551684497686,0.09528343859967758
1041,"['lattice_constant_fcc', 'c44_bcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.32843205178766083,0.09001822496707718
2881,"['c11_sc', 'thermal_expansion_coeff_fcc', 'vacancy_migration_energy_fcc']",3,-0.3284383591369497,0.0818995785113664
2124,"['bulk_modulus_sc', 'c11_sc', 'relaxed_formation_potential_energy_fcc']",3,-0.3284649687923663,0.05031163984021629
1509,"['bulk_modulus_bcc', 'bulk_modulus_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.32852839885851665,0.06163749664850268
2980,"['c12_bcc', 'c12_sc', 'relaxed_formation_potential_energy_fcc']",3,-0.32863108999889723,0.055587048430172266
1468,"['lattice_constant_sc', 'unstable_stack_energy_slip_fraction_fcc', 'unstable_twinning_energy_fcc']",3,-0.3287737704203313,0.055629634333109114
2380,"['c11_bcc', 'c12_fcc', 'c44_fcc']",3,-0.3287975065996209,0.12827606336332842
2532,"['c11_bcc', 'unstable_stack_energy_slip_fraction_fcc', 'vacancy_migration_energy_fcc']",3,-0.3288417784821558,0.044897438817606425
3247,"['c12_fcc', 'unstable_stack_energy_fcc', 'unstable_twinning_energy_slip_fraction_fcc']",3,-0.3288690447037622,0.06438570441113595
2648,"['c11_fcc', 'c44_fcc', 'unstable_twinning_energy_fcc']",3,-0.3288724619059178,0.12807015294419113
2945,"['c11_sc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",3,-0.32893360644273917,0.06761078805974725
2055,"['bulk_modulus_fcc', 'unstable_twinning_energy_slip_fraction_fcc', 'relaxed_formation_potential_energy_fcc']",3,-0.32900041370748695,0.06661868586299137
916,"['lattice_constant_fcc', 'c11_bcc', 'c44_bcc']",3,-0.3290092973353492,0.06646815248967648
3523,"['c44_bcc', 'relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.32901325837475726,0.07481189676349151
1254,"['lattice_constant_sc', 'c11_bcc', 'relaxed_formation_potential_energy_fcc']",3,-0.3290444594362259,0.05532548847771371
3963,"['surface_energy_110_bcc', 'relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.32905988086498716,0.052478276784375874
241,"['c11_sc', 'relaxed_formation_potential_energy_fcc']",2,-0.32907767354709283,0.040915956835076296
3616,"['c44_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'unrelaxed_formation_potential_energy_fcc']",3,-0.32909812473085187,0.09286475705988977
3034,"['c12_bcc', 'cohesive_energy_fcc', 'unstable_stack_energy_fcc']",3,-0.32913397105578923,0.04687231449223844
2223,"['bulk_modulus_sc', 'c44_sc', 'relaxed_formation_potential_energy_fcc']",3,-0.3291482593646676,0.038164416252442955
3133,"['c12_fcc', 'c12_sc', 'relaxed_formation_potential_energy_fcc']",3,-0.3291716451526729,0.057121058911535114
